"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"USA","CCI","AMPLITUD","LTRENDIDX","M","2013-03",98.99082,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2013-04",99.20464,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2013-05",99.54568,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2013-06",99.722,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2013-07",99.68401,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2013-08",99.40086,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2013-09",99.01667,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2013-10",98.77916,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2013-11",98.88046,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2013-12",99.18668,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-01",99.36098,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-02",99.43166,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-03",99.46418,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-04",99.53782,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-05",99.52408,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-06",99.49744,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-07",99.48919,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-08",99.5849,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-09",99.791,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-10",100.0807,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-11",100.4362,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-12",100.8304,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-01",101.096,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-02",101.0983,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-03",101.0013,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-04",100.9463,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-05",100.8655,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-06",100.8797,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-07",100.7644,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-08",100.574,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-09",100.4024,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-10",100.4318,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-11",100.549,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-12",100.6465,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-01",100.6595,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-02",100.6215,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-03",100.5805,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-04",100.6018,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-05",100.7258,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-06",100.711,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-07",100.5831,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-08",100.508,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-09",100.5062,
